city_ascii,lat,lng,iso3,population
Tokyo,35.685,139.7514,JPN,35676000
New York,40.6943,-73.9249,USA,19164071
Mexico City,19.4424,-99.131,MEX,19028000
Mumbai,19.017,72.857,IND,18978000
Sao Paulo,-23.5587,-46.625,BRA,18845000
Delhi,28.67,77.23,IND,15926000
Shanghai,31.2165,121.4365,CHN,14987000
Kolkata,22.495,88.3247,IND,14787000
Dhaka,23.7231,90.4086,BGD,12797394
Buenos Aires,-34.6025,-58.3975,ARG,12795000
Los Angeles,34.114,-118.4068,USA,12740381
Karachi,24.87,66.99,PAK,12130000
Cairo,30.05,31.25,EGY,11893000
Rio de Janeiro,-22.925,-43.225,BRA,11748000
Osaka,34.75,135.4601,JPN,11294000
Beijing,39.9289,116.3883,CHN,11106000
Manila,14.6042,120.9822,PHL,11100000
Moscow,55.7522,37.6155,RUS,10452000
Istanbul,41.105,29.01,TUR,10061000
Paris,48.8667,2.3333,FRA,9904000
Seoul,37.5663,126.9997,KOR,9796000
Lagos,6.4433,3.3915,NGA,9466000
Jakarta,-6.1744,106.8294,IDN,9125000
Guangzhou,23.145,113.325,CHN,8829000
Chicago,41.8373,-87.6861,USA,8639278
London,51.5,-0.1167,GBR,8567000
Lima,-12.048,-77.0501,PER,8012000
Tehran,35.6719,51.4243,IRN,7873000
Kinshasa,-4.3297,15.315,COD,7843000
Bogota,4.5964,-74.0833,COL,7772000
Shenzhen,22.5524,114.1221,CHN,7581000
Wuhan,30.58,114.27,CHN,7243000
Hong Kong,22.305,114.185,HKG,7206000
Tianjin,39.13,117.2,CHN,7180000
Chennai,13.09,80.28,IND,7163000
Taipei,25.0358,121.5683,TWN,6900273
Bangalore,12.97,77.56,IND,6787000
Bangkok,13.75,100.5166,THA,6704000
Lahore,31.56,74.35,PAK,6577000
Chongqing,29.565,106.595,CHN,6461000
Hyderabad,17.4,78.48,IND,6376000
Miami,25.784,-80.2102,USA,6247425
Santiago,-33.45,-70.667,CHL,5720000
Dallas,32.7938,-96.7659,USA,5634307
Philadelphia,40.0076,-75.134,USA,5591554
Belo Horizonte,-19.915,-43.915,BRA,5575000
Madrid,40.4,-3.6834,ESP,5567000
Houston,29.7871,-95.3936,USA,5424720
Ahmedabad,23.0301,72.58,IND,5375000
Ho Chi Minh City,10.78,106.695,VNM,5314000
Toronto,43.7,-79.42,CAN,5213000
Washington,38.9047,-77.0163,USA,5191844
Singapore,1.293,103.8558,SGP,5183700
Luanda,-8.8383,13.2344,AGO,5172900
Atlanta,33.7627,-84.4231,USA,5080712
Baghdad,33.3386,44.3939,IRQ,5054000
Barcelona,41.3833,2.1834,ESP,4920000
Haora,22.5804,88.3299,IND,4841638
Shenyeng,41.805,123.45,CHN,4787000
Khartoum,15.5881,32.5342,SDN,4754000
Pune,18.53,73.85,IND,4672000
Sydney,-33.92,151.1852,AUS,4630000
Boston,42.3189,-71.0838,USA,4556916
St. Petersburg,59.939,30.316,RUS,4553000
Chittagong,22.33,91.8,BGD,4529000
Dongguan,23.0489,113.7447,CHN,4528000
Riyadh,24.6408,46.7727,SAU,4465000
Hanoi,21.0333,105.85,VNM,4378000
Guadalajara,20.67,-103.33,MEX,4198000
Melbourne,-37.82,144.975,AUS,4170000
Alexandria,31.2,29.95,EGY,4165000
Chengdu,30.67,104.07,CHN,4123000
Rangoon,16.7834,96.1667,MMR,4088000
Phoenix,33.5722,-112.0891,USA,4054083
Xian,34.275,108.895,CHN,4009000
Porto Alegre,-30.05,-51.2,BRA,3917000
Surat,21.2,72.84,IND,3842000
Hechi,23.0965,109.6091,CHN,3830000
Abidjan,5.32,-4.04,CIV,3802000
Brasilia,-15.7833,-47.9161,BRA,3716996
Ankara,39.9272,32.8644,TUR,3716000
Monterrey,25.67,-100.33,MEX,3712000
Yokohama,35.32,139.58,JPN,3697894
Nanjing,32.05,118.78,CHN,3679000
Montreal,45.5,-73.5833,CAN,3678000
Guiyang,26.58,106.72,CHN,3662000
Recife,-8.0756,-34.9156,BRA,3651000
Harbin,45.75,126.65,CHN,3621000
Fortaleza,-3.75,-38.58,BRA,3602319
San Francisco,37.7561,-122.4429,USA,3548847
Seattle,47.6217,-122.3238,USA,3541236
Zhangzhou,24.5204,117.67,CHN,3531147
Detroit,42.3834,-83.1024,USA,3520589
Salvador,-12.97,-38.48,BRA,3484000
Busan,35.0951,129.01,KOR,3480000
Johannesburg,-26.17,28.03,ZAF,3435000
Berlin,52.5218,13.4015,DEU,3406000
Algiers,36.7631,3.0506,DZA,3354000
Rome,41.896,12.4833,ITA,3339000
Pyongyang,39.0194,125.7547,PRK,3300000
Medellin,6.275,-75.575,COL,3297000
Kabul,34.5167,69.1833,AFG,3277000
Athens,37.9833,23.7333,GRC,3242000
Nagoya,35.155,136.915,JPN,3230000
Cape Town,-33.92,18.435,ZAF,3215000
Changchun,43.865,125.34,CHN,3183000
San Diego,32.8312,-117.1225,USA,3181172
Casablanca,33.6,-7.6164,MAR,3181000
Dalian,38.9228,121.6298,CHN,3167000
Kanpur,26.46,80.32,IND,3162000
Kano,12,8.52,NGA,3140000
Tel Aviv-Yafo,32.08,34.77,ISR,3112000
Addis Ababa,9.0333,38.7,ETH,3100000
Curitiba,-25.42,-49.32,BRA,3084000
Zibo,36.8,118.05,CHN,3061000
Jeddah,21.5169,39.2192,SAU,3012000
Nairobi,-1.2833,36.8167,KEN,3010000
Hangzhou,30.25,120.17,CHN,3007000
Benoni,-26.1496,28.3299,ZAF,2986000
Caracas,10.501,-66.917,VEN,2985000
Milan,45.47,9.205,ITA,2945000
Stuttgart,48.78,9.2,DEU,2944700
Kunming,25.07,102.68,CHN,2931000
Dar es Salaam,-6.8,39.2683,TZA,2930000
Jaipur,26.9211,75.81,IND,2917000
Taiyuan,37.875,112.5451,CHN,2913000
Frankfurt,50.1,8.675,DEU,2895000
Minneapolis,44.9635,-93.2679,USA,2866604
Qingdao,36.09,120.33,CHN,2866000
Surabaya,-7.2492,112.7508,IDN,2845000
Lisbon,38.7227,-9.1449,PRT,2812000
Jinan,36.675,116.995,CHN,2798000
Fukuoka,33.595,130.41,JPN,2792000
Campinas,-22.9,-47.1,BRA,2791000
Kaohsiung,22.6333,120.2666,TWN,2769072
Quezon City,14.6504,121.03,PHL,2761720
Katowice,50.2604,19.02,POL,2746000
Tampa,27.9937,-82.4454,USA,2744107
Denver,39.7621,-104.8759,USA,2741534
Aleppo,36.23,37.17,SYR,2738000
Durban,-29.865,30.98,ZAF,2729000
Kiev,50.4334,30.5166,UKR,2709000
Lucknow,26.855,80.915,IND,2695000
El Giza,30.01,31.19,EGY,2681863
Zhengzhou,34.755,113.6651,CHN,2636000
Taichung,24.1521,120.6817,TWN,2629323
Brooklyn,40.6501,-73.9496,USA,2629150
Ibadan,7.38,3.93,NGA,2628000
Faisalabad,31.41,73.11,PAK,2617000
Fuzhou,26.08,119.3,CHN,2606000
Dakar,14.7158,-17.4731,SEN,2604000
Changsha,28.2,112.97,CHN,2604000
Izmir,38.4361,27.1518,TUR,2587000
Xiangtan,27.8504,112.9,CHN,2586948
Lanzhou,36.056,103.792,CHN,2561000
Incheon,37.4761,126.6422,KOR,2550000
Sapporo,43.075,141.34,JPN,2544000
Xiamen,24.45,118.08,CHN,2519000
Guayaquil,-2.22,-79.92,ECU,2514000
George Town,5.4136,100.3294,MYS,2500000
Mashhad,36.27,59.57,IRN,2469000
Damascus,33.5,36.3,SYR,2466000
Daegu,35.8668,128.607,KOR,2460000
Nagpur,21.17,79.09,IND,2454000
Jinxi,40.7503,120.83,CHN,2426000
Shijianzhuang,38.05,114.48,CHN,2417000
Tunis,36.8028,10.1797,TUN,2412500
Vienna,48.2,16.3666,AUT,2400000
Jilin,43.85,126.55,CHN,2396000
Omdurman,15.6167,32.48,SDN,2395159
Bandung,-6.95,107.57,IDN,2394000
Bekasi,-6.2173,106.9723,IDN,2378211
Mannheim,49.5004,8.47,DEU,2362000
Nanchang,28.68,115.88,CHN,2350000
Wenzhou,28.02,120.6501,CHN,2350000
Queens,40.7498,-73.7976,USA,2333054
Vancouver,49.2734,-123.1216,CAN,2313328
Birmingham,52.475,-1.92,GBR,2285000
Cali,3.4,-76.5,COL,2254000
Naples,40.84,14.245,ITA,2250000
Sendai,38.2871,141.0217,JPN,2250000
Manchester,53.5004,-2.248,GBR,2230000
Puebla,19.05,-98.2,MEX,2195000
Tripoli,32.8925,13.18,LBY,2189000
Tashkent,41.3117,69.2949,UZB,2184000
Baltimore,39.3051,-76.6144,USA,2181206
Nanchong,30.7804,106.13,CHN,2174000
Havana,23.132,-82.3642,CUB,2174000
Belem,-1.45,-48.48,BRA,2167000
Nanning,22.82,108.32,CHN,2167000
Patna,25.625,85.13,IND,2158000
Santo Domingo,18.4701,-69.9001,DOM,2154000
Urumqi,43.805,87.575,CHN,2151000
Zaozhuang,34.88,117.57,CHN,2145000
Baku,40.3953,49.8622,AZE,2122300
Accra,5.55,-0.2167,GHA,2121000
Yantai,37.5304,121.4,CHN,2116000
Medan,3.58,98.65,IDN,2115000
Santa Cruz,-17.7539,-63.226,BOL,2102998
Saint Louis,38.6358,-90.2451,USA,2096990
Xuzhou,34.28,117.18,CHN,2091000
Linyi,35.08,118.33,CHN,2082000
Maracaibo,10.73,-71.66,VEN,2072000
Riverside,33.9382,-117.3949,USA,2065627
Kuwait,29.3697,47.9783,KWT,2063000
Ad Damman,26.4282,50.0997,SAU,2054710
Haikou,20.05,110.32,CHN,2046189
Hiroshima,34.3878,132.4429,JPN,2045000
Las Vegas,36.2288,-115.2603,USA,2044731
Baotou,40.6522,109.822,CHN,2036000
Hefei,31.85,117.28,CHN,2035000
Portland,45.5372,-122.65,USA,2027629
Indore,22.7151,75.865,IND,2026000
Goiania,-16.72,-49.3,BRA,2022000
Sanaa,15.3547,44.2066,YEM,2008000
Port-au-Prince,18.541,-72.336,HTI,1998000
San Antonio,29.4722,-98.5247,USA,1976787
Haiphong,20.83,106.6801,VNM,1969000
Suzhou,33.6361,116.9789,CHN,1964000
Nanyang,33.0004,112.53,CHN,1944000
Bucharest,44.4334,26.0999,ROU,1942000
Ningbo,29.88,121.55,CHN,1923000
Douala,4.0604,9.71,CMR,1906000
Tangshan,39.6243,118.1944,CHN,1879000
Tainan,23,120.2,TWN,1876312
Datong,40.08,113.3,CHN,1873000
Asuncion,-25.2964,-57.6415,PRY,1870000
Saidu,34.75,72.35,PAK,1860310
Brisbane,-27.455,153.0351,AUS,1860000
Rawalpindi,33.6,73.04,PAK,1858000
Beirut,33.872,35.5097,LBN,1846000
Sacramento,38.5666,-121.4683,USA,1830061
Minsk,53.9,27.5666,BLR,1805000
Kyoto,35.03,135.75,JPN,1805000
San Jose,37.302,-121.8488,USA,1804359
Barranquilla,10.96,-74.8,COL,1798000
Valencia,10.23,-67.98,VEN,1770000
Shuyang,34.1299,118.7734,CHN,1770000
Orlando,28.4801,-81.3448,USA,1757288
Hamburg,53.55,10,DEU,1757000
Vadodara,22.31,73.18,IND,1756000
Manaus,-3.1,-60,BRA,1753000
Shangqiu,34.4504,115.65,CHN,1753000
Wuxi,31.58,120.3,CHN,1749000
Palembang,-2.98,104.75,IDN,1749000
Brussels,50.8333,4.3333,BEL,1743000
Essen,51.45,7.0166,DEU,1742135
Cleveland,41.4766,-81.6805,USA,1731637
Bhopal,23.25,77.41,IND,1727000
Hohhot,40.82,111.66,CHN,1726000
Pittsburgh,40.4396,-79.9763,USA,1722206
Luoyang,34.68,112.4701,CHN,1715000
Santos,-23.9537,-46.3329,BRA,1709000
Jianmen,30.6501,113.16,CHN,1708000
Warsaw,52.25,21,POL,1707000
Rabat,34.0253,-6.8361,MAR,1705000
Vitoria,-20.324,-40.366,BRA,1704000
Quito,-0.215,-78.5001,ECU,1701000
Antananarivo,-18.9166,47.5166,MDG,1697000
Coimbatore,11,76.95,IND,1696000
Daqing,46.58,125,CHN,1693000
Luan,31.7503,116.48,CHN,1690000
Wanzhou,30.82,108.4,CHN,1680000
Budapest,47.5,19.0833,HUN,1679000
Turin,45.0704,7.67,ITA,1652000
Suzhou,31.3005,120.62,CHN,1650000
Ludhiana,30.9278,75.8723,IND,1649000
Kumasi,6.69,-1.63,GHA,1646000
Manhattan,40.7834,-73.9662,USA,1643734
Qiqihar,47.345,123.99,CHN,1641000
Anshan,41.115,122.94,CHN,1639000
Cincinnati,39.1412,-84.506,USA,1634573
Austin,30.3038,-97.7545,USA,1633847
Zhongli,24.965,121.2168,TWN,1632616
Handan,36.58,114.48,CHN,1631000
Taian,36.2,117.1201,CHN,1629000
Isfahan,32.7,51.7,IRN,1628000
Yaounde,3.8667,11.5167,CMR,1611000
Shantou,23.37,116.67,CHN,1601000
Agra,27.1704,78.015,IND,1592000
Kansas City,39.1239,-94.5541,USA,1590762
La Paz,-16.498,-68.15,BOL,1590000
Zhanjiang,21.2,110.38,CHN,1590000
Kalyan,19.2502,73.1602,IND,1576614
Abuja,9.0833,7.5333,NGA,1576000
Harare,-17.8178,31.0447,ZWE,1572000
Xiantao,30.3704,113.44,CHN,1556000
Tijuana,32.5,-117.08,MEX,1553000
Khulna,22.84,89.56,BGD,1553000
Weifang,36.7204,119.1001,CHN,1553000
Santiago,19.5,-70.67,DOM,1550753
Indianapolis,39.7771,-86.1458,USA,1550488
Xinyang,32.1304,114.07,CHN,1541000
Luzhou,28.88,105.38,CHN,1537000
Perth,-31.955,115.84,AUS,1532000
Toluca,19.3304,-99.67,MEX,1531000
Leeds,53.83,-1.58,GBR,1529000
Vishakhapatnam,17.73,83.305,IND,1529000
Kobe,34.68,135.17,JPN,1528478
Multan,30.2,71.455,PAK,1522000
Kochi,10.015,76.2239,IND,1519000
Gujranwala,32.1604,74.185,PAK,1513000
Montevideo,-34.858,-56.1711,URY,1513000
Niteroi,-22.9,-43.1,BRA,1500513
Ganzhou,25.92,114.95,CHN,1500000
Florence,43.78,11.25,ITA,1500000
Liuzhou,24.28,109.25,CHN,1497000
Columbus,39.9859,-82.9852,USA,1495146
Bamako,12.65,-8,MLI,1494000
Conakry,9.5315,-13.6802,GIN,1494000
Bursa,40.2,29.07,TUR,1492000
Leon,21.15,-101.7,MEX,1488000
Virginia Beach,36.7335,-76.0435,USA,1487505
Nasik,20.0004,73.78,IND,1473000
Fushun,41.8654,123.87,CHN,1470000
Changde,29.03,111.68,CHN,1469000
Daejeon,36.3355,127.425,KOR,1468000
Neijiang,29.5804,105.05,CHN,1466000
Phnom Penh,11.55,104.9166,KHM,1466000
Quanzhou,24.9,118.58,CHN,1463000
Kharkiv,50,36.25,UKR,1461000
Hyderabad,25.38,68.375,PAK,1459000
Bronx,40.8501,-73.8662,USA,1455720
Lome,6.1319,1.2228,TGO,1452000
Cordoba,-31.4,-64.1823,ARG,1452000
Huainan,32.63,116.98,CHN,1451000
Doha,25.2866,51.533,QAT,1450000
Kuala Lumpur,3.1667,101.7,MYS,1448000
Maputo,-25.9553,32.5892,MOZ,1446000
Kaduna,10.52,7.44,NGA,1442000
Gwangju,35.171,126.9104,KOR,1440000
Charlotte,35.208,-80.8308,USA,1438351
Kawasaki,35.53,139.705,JPN,1437266
San Salvador,13.71,-89.203,SLV,1433000
Suining,30.5333,105.5333,CHN,1425000
Lyon,45.77,4.83,FRA,1423000
Karaj,35.8004,50.97,IRN,1423000
Kampala,0.3167,32.5833,UGA,1420000
Tabriz,38.0863,46.3012,IRN,1413000
The Hague,52.08,4.27,NLD,1406000
Davao,7.11,125.63,PHL,1402000
Marseille,43.29,5.375,FRA,1400000
Meerut,29.0004,77.7,IND,1398000
Mianyang,31.47,104.77,CHN,1396000
Semarang,-6.9666,110.42,IDN,1396000
Faridabad,28.4333,77.3167,IND,1394000
Novosibirsk,55.03,82.96,RUS,1389000
Makkah,21.43,39.82,SAU,1385000
Dubai,25.23,55.28,ARE,1379000
Auckland,-36.8481,174.763,NZL,1377200
Milwaukee,43.064,-87.9669,USA,1377104
Maanshan,31.7304,118.48,CHN,1366302
Brazzaville,-4.2592,15.2847,COG,1355000
Lubumbashi,-11.68,27.48,COD,1352000
Yiyang,28.6004,112.33,CHN,1352000
Varanasi,25.33,83,IND,1352000
Ciudad Juarez,31.6904,-106.49,MEX,1343000
Ghaziabad,28.6604,77.4084,IND,1341000
Pretoria,-25.7069,28.2294,ZAF,1338000
Heze,35.23,115.45,CHN,1338000
Porto,41.15,-8.62,PRT,1337000
Lusaka,-15.4166,28.2833,ZMB,1328000
Asansol,23.6833,86.9833,IND,1328000
Changzhou,31.78,119.97,CHN,1327000
Mosul,36.345,43.145,IRQ,1316000
Yekaterinburg,56.85,60.6,RUS,1313000
Peshawar,34.005,71.535,PAK,1303000
Mandalay,21.97,96.085,MMR,1300000
Jamshedpur,22.7875,86.1975,IND,1300000
Mbuji-Mayi,-6.15,23.6,COD,1295000
Madurai,9.92,78.12,IND,1294000
Adana,36.995,35.32,TUR,1293000
Sheffield,53.3667,-1.5,GBR,1292900
Jabalpur,23.1751,79.9551,IND,1285000
San Jose,9.935,-84.0841,CRI,1284000
Panama City,8.968,-79.533,PAN,1281000
Nizhny Novgorod,56.333,44.0001,RUS,1278000
Chifeng,42.27,118.95,CHN,1277000
Duisburg,51.43,6.75,DEU,1276757
Munich,48.1299,11.575,DEU,1275000
Stockholm,59.3508,18.0973,SWE,1264000
Huaiyin,33.58,119.03,CHN,1264000
Ujungpandang,-5.14,119.432,IDN,1262000
Rajkot,22.31,70.8,IND,1260000
Dhanbad,23.8004,86.42,IND,1246000
Mudangiang,44.575,129.59,CHN,1244000
Geneva,46.21,6.14,CHE,1240000
Shiraz,29.63,52.57,IRN,1240000
Huzhou,30.8704,120.1,CHN,1231000
Tianshui,34.6,105.92,CHN,1225000
Lupanshui,26.5944,104.8333,CHN,1221000
Dusseldorf,51.2204,6.78,DEU,1220000
Maoming,21.9204,110.87,CHN,1217715
Seville,37.405,-5.98,ESP,1212045
Amritsar,31.64,74.87,IND,1212000
Vila Velha,-20.3676,-40.318,BRA,1209091
Vila Velha,3.2167,-51.2167,BRA,1209091
Almaty,43.325,76.915,KAZ,1209000
Warangal,18.01,79.58,IND,1203853
Rosario,-32.9511,-60.6663,ARG,1203000
Allahabad,25.455,81.84,IND,1201000
Providence,41.8229,-71.4186,USA,1198789
Benin City,6.3405,5.62,NGA,1190000
Maceio,-9.62,-35.73,BRA,1186000
Jining,35.4004,116.55,CHN,1186000
Sofia,42.6833,23.3167,BGR,1185000
Abbottabad,34.1495,73.1995,PAK,1183647
Banghazi,32.1167,20.0667,LBY,1180000
Cilacap,-7.7188,109.0154,IDN,1174964
Prague,50.0833,14.466,CZE,1162000
Glasgow,55.8744,-4.2507,GBR,1160000
Leshan,29.5671,103.7333,CHN,1157000
Ouagadougou,12.3703,-1.5247,BFA,1149000
Adelaide,-34.935,138.6,AUS,1145000
Ottawa,45.4167,-75.7,CAN,1145000
Shangrao,28.4704,117.97,CHN,1144577
Torreon,25.5701,-103.42,MEX,1144000
Jacksonville,30.3322,-81.6749,USA,1141459
Srinagar,34.1,74.815,IND,1140000
Samara,53.195,50.1513,RUS,1137000
Vijayawada,16.52,80.63,IND,1137000
Omsk,54.99,73.4,RUS,1135000
Newcastle,-32.8453,151.815,AUS,1134616
Yulin,22.63,110.15,CHN,1127000
Nampo,38.7669,125.4524,PRK,1127000
Xianyang,34.3456,108.7147,CHN,1126000
Cagayan de Oro,8.4508,124.6853,PHL,1121561
Can Tho,10.05,105.77,VNM,1121000
Barquisimeto,10.05,-69.3,VEN,1116000
Kazan,55.7499,49.1263,RUS,1115000
Helsinki,60.1756,24.9341,FIN,1115000
Aurangabad,19.8957,75.3203,IND,1113000
Calgary,51.083,-114.08,CAN,1110000
Nezahualcoyotl,19.41,-99.03,MEX,1109363
Zurich,47.38,8.55,CHE,1108000
Baoding,38.8704,115.48,CHN,1107000
Zigong,29.4,104.78,CHN,1105000
Sharjah,25.3714,55.4065,ARE,1103027
Yerevan,40.1812,44.5136,ARM,1102000
Mogadishu,2.0667,45.3667,SOM,1100000
Huambo,-12.75,15.76,AGO,1100000
Ankang,32.68,109.02,CHN,1100000
Tbilisi,41.725,44.7908,GEO,1100000
Ikare,7.5304,5.76,NGA,1099931
Belgrade,44.8186,20.468,SRB,1099000
Bhilai,21.2167,81.4333,IND,1097000
Jinhua,29.12,119.65,CHN,1092852
Chelyabinsk,55.155,61.4387,RUS,1091000
Natal,-5.78,-35.24,BRA,1088000
Dushanbe,38.56,68.7739,TJK,1086244
Kobenhavn,55.6786,12.5635,DNK,1085000
Changwon,35.2191,128.5836,KOR,1081499
Zhuzhou,27.83,113.15,CHN,1080000
Suwon,37.2578,127.0109,KOR,1078000
Vereeniging,-26.6496,27.96,ZAF,1074000
Memphis,35.1047,-89.9773,USA,1069661
Xiangfan,32.02,112.13,CHN,1069000
Nashville,36.1714,-86.7844,USA,1065078
Salt Lake City,40.7774,-111.9301,USA,1061156
Ulsan,35.5467,129.317,KOR,1061000
Zhucheng,35.99,119.3801,CHN,1060000
Amman,31.95,35.9333,JOR,1060000
Dublin,53.3331,-6.2489,IRL,1059000
Edmonton,53.55,-113.5,CAN,1058000
Sholapur,17.6704,75.9,IND,1057000
Rostov,47.2346,39.7127,RUS,1052000
Dnipro,48.48,35,UKR,1050000
Xining,36.62,101.77,CHN,1048000
Zhangjiakou,40.83,114.93,CHN,1046000
Gaziantep,37.075,37.385,TUR,1044000
Lille,50.65,3.08,FRA,1044000
Ranchi,23.37,85.33,IND,1044000
Richmond,37.5294,-77.4755,USA,1041877
Monrovia,6.3106,-10.8048,LBR,1041000
Sao Luis,-2.516,-44.266,BRA,1038000
Amsterdam,52.35,4.9166,NLD,1031000
Jerusalem,31.7784,35.2066,ISR,1029300
New Orleans,30.0687,-89.9288,USA,1024421
Guatemala,14.6211,-90.527,GTM,1024000
Florianopolis,-27.58,-48.52,BRA,1023000
Zhuhai,22.2769,113.5678,CHN,1023000
Port Elizabeth,-33.97,25.6,ZAF,1021000
Port Harcourt,4.81,7.01,NGA,1020000
Jiamusi,46.83,130.35,CHN,1020000
Ufa,54.79,56.04,RUS,1018000
Hengyang,26.88,112.59,CHN,1016000
Benxi,41.3304,123.75,CHN,1012000
Haifa,32.8204,34.98,ISR,1011000
Medina,24.5,39.58,SAU,1010000
Bucaramanga,7.1301,-73.1259,COL,1009000
Maracay,10.2469,-67.5958,VEN,1007000
Raleigh,35.8323,-78.6441,USA,1005457
Rotterdam,51.92,4.48,NLD,1005000
Hims,34.73,36.72,SYR,1005000
Cologne,50.93,6.95,DEU,1004000
Louisville,38.1662,-85.6488,USA,1003412
Qinhuangdao,39.9304,119.62,CHN,1003000
Fez,34.0546,-5.0004,MAR,1002000
Aden,12.7797,45.0095,YEM,1000000
Da Nang,16.06,108.25,VNM,1000000
Cochabamba,-17.41,-66.17,BOL,1000000
Yongzhou,26.2304,111.62,CHN,1000000
Baoshan,25.12,99.15,CHN,1000000
Kitakyushu,33.8704,130.82,JPN,997536
Perm,58,56.25,RUS,997000
Ahvaz,31.28,48.72,IRN,996000
Jodhpur,26.2918,73.0168,IND,995000
San Luis Potosi,22.17,-101,MEX,992000
Odessa,46.49,30.71,UKR,991000
Yinchuan,38.468,106.273,CHN,991000
Ndjamena,12.1131,15.0491,TCD,989000
Donetsk,48,37.83,UKR,988000
Joinville,-26.32,-48.8399,BRA,988000
Jiaxing,30.7704,120.75,CHN,988000
Guilin,25.28,110.28,CHN,987000
Dahuk,36.8667,43,IRQ,986000
Volgograd,48.71,44.5,RUS,984000
Guwahati,26.16,91.77,IND,983000
Yichun,27.8333,114.4,CHN,982000
Yangquan,37.87,113.57,CHN,981448
Natal,-6.9838,-60.2699,BRA,980588
Chandigarh,30.72,76.78,IND,979000
Gwalior,26.23,78.1801,IND,978000
Hamamatsu,34.7181,137.7327,JPN,977023
Qom,34.65,50.95,IRN,973000
Merida,20.9666,-89.6166,MEX,965000
Jixi,45.3,130.97,CHN,965000
Xinyi,34.38,118.35,CHN,962656
Queretaro,20.63,-100.38,MEX,961000
Pingxiang,27.62,113.85,CHN,961000
Kelang,3.0204,101.55,MYS,956000
Joao Pessoa,-7.1011,-34.8761,BRA,956000
Jinzhou,41.1204,121.1,CHN,956000
Salerno,40.6804,14.7699,ITA,954265
Thiruvananthapuram,8.5,76.95,IND,954000
Kozhikode,11.2504,75.77,IND,953000
Ogbomosho,8.13,4.24,NGA,951000
Tiruchirappalli,10.81,78.69,IND,951000
General Santos,6.1108,125.1747,PHL,950530
Hue,16.47,107.58,VNM,950000
Bacolod,10.6317,122.9817,PHL,949354
Oklahoma City,35.4677,-97.5138,USA,948154
Nantong,32.0304,120.825,CHN,947000
Tegucigalpa,14.102,-87.2175,HND,946000
Foshan,23.0301,113.12,CHN,943000
Songnam,37.4386,127.1378,KOR,942000
Kingston,17.9771,-76.7674,JAM,937700
Bridgeport,41.1909,-73.1958,USA,934289
Naypyidaw,19.7666,96.1186,MMR,930000
Nice,43.715,7.265,FRA,927000
Irbil,36.179,44.0086,IRQ,926000
Krasnoyarsk,56.014,92.866,RUS,925000
Djibouti,11.595,43.148,DJI,923000
Olinda,-8,-34.85,BRA,921840
Buffalo,42.9016,-78.8487,USA,920136
Managua,12.153,-86.2685,NIC,920000
Antwerpen,51.2204,4.415,BEL,920000
Konya,37.875,32.475,TUR,919000
Bogor,-6.57,106.75,IDN,918000
Niamey,13.5167,2.1167,NER,915000
Hartford,41.7661,-72.6834,USA,913587
Xinyu,27.8,114.93,CHN,913000
Huaibei,33.9504,116.75,CHN,913000
Teresina,-5.095,-42.78,BRA,907000
Naha,26.2072,127.673,JPN,905238
Xinxiang,35.3204,113.87,CHN,903000
Goyang,37.6527,126.8372,KOR,903000
Yibin,28.77,104.57,CHN,902000
Aba,5.1004,7.35,NGA,897560
Maiduguri,11.85,13.16,NGA,896000
Tirana,41.3275,19.8189,ALB,895350
Kathmandu,27.7167,85.3166,NPL,895000
Az Zarqa,32.07,36.1,JOR,894691
Tarsus,36.9204,34.88,TUR,894318
Bengbu,32.95,117.33,CHN,894000
Mendoza,-32.8833,-68.8166,ARG,893000
Hubli,15.36,75.125,IND,890000
Concepcion,-36.83,-73.05,CHL,889725
Zaria,11.08,7.71,NGA,889000
Anyang,36.08,114.35,CHN,887000
Cartagena,10.3997,-75.5144,COL,887000
Mysore,12.31,76.66,IND,887000
Ulaanbaatar,47.9167,106.9166,MNG,885000
Mexicali,32.65,-115.48,MEX,885000
Tongliao,43.62,122.27,CHN,884000
Newcastle,55.0004,-1.6,GBR,882000
Mombasa,-4.04,39.6899,KEN,882000
Novo Hamburgo,-29.7096,-51.14,BRA,876990
Callao,-12.07,-77.135,PER,876877
Bilbao,43.25,-2.93,ESP,875552
Johor Bahru,1.48,103.73,MYS,875000
Yichang,30.7,111.28,CHN,875000
Raipur,21.235,81.635,IND,875000
Salem,11.67,78.1801,IND,873000
Yangjiang,21.8504,111.97,CHN,872363
Marrakesh,31.63,-8,MAR,872000
Kaifeng,34.85,114.35,CHN,872000
Dandong,40.1436,124.3936,CHN,870000
Basra,30.5135,47.8136,IRQ,870000
Aguascalientes,21.8795,-102.2904,MEX,869000
Okayama,34.672,133.9171,JPN,866092
Xuanzhou,30.9525,118.7553,CHN,866000
Puch'on,37.4989,126.7831,KOR,866000
Rizhao,35.4304,119.45,CHN,865000
Bandar Lampung,-5.43,105.27,IDN,865000
Palermo,38.125,13.35,ITA,863000
Cardiff,51.5,-3.225,GBR,861400
Tucson,32.1558,-110.8777,USA,860333
Kigali,-1.9536,30.0605,RWA,860000
Tampico,22.3,-97.87,MEX,859419
Jiaozuo,35.25,113.22,CHN,857000
Padang,-0.96,100.36,IDN,855000
Jullundur,31.3349,75.569,IND,855000
Fort Worth,32.7813,-97.3466,USA,854113
Valparaiso,-33.0478,-71.621,CHL,854000
