city_ascii,lat,lng,iso3,population
Hyattsville,38.9612,-76.9548,USA,18449
Lijiang,26.8,100.2666,CHN,18445
Mattoon,39.4774,-88.3623,USA,18438
Kyakhta,50.3527,106.4527,RUS,18431
Stafford,29.6272,-95.5654,USA,18422
Monroe,47.8594,-121.9854,USA,18408
Westbrook,43.6955,-70.3538,USA,18402
El Dorado,33.2182,-92.6641,USA,18396
Prosper,33.2394,-96.8088,USA,18379
Round Lake,42.3439,-88.1059,USA,18375
Santiago Ixcuintla,21.82,-105.22,MEX,18365
Hannibal,39.7097,-91.3936,USA,18361
Bensenville,41.9595,-87.9435,USA,18355
Seminole,27.8429,-82.7835,USA,18334
Central Point,42.3764,-122.911,USA,18328
Mchinji,-13.8,32.9,MWI,18305
Madison,38.758,-85.397,USA,18298
Charata,-27.2163,-61.2,ARG,18297
Lobos,-35.1849,-59.0947,ARG,18278
Tindouf,27.6742,-8.1478,DZA,18270
Bua Yai,15.584,102.4186,THA,18269
Trenton,42.1394,-83.193,USA,18253
Dover,40.8859,-74.5597,USA,18252
Kilgore,32.3979,-94.8603,USA,18246
Kedougou,12.5604,-12.18,SEN,18226
Traralgon,-38.1996,146.53,AUS,18226
North Wilkesboro,36.1728,-81.1391,USA,18217
Cudahy,42.9467,-87.8638,USA,18200
Murray Bridge,-35.1296,139.26,AUS,18194
Rancho Mirage,33.7625,-116.4273,USA,18194
Durant,33.9957,-96.3938,USA,18187
Arcadia,27.2213,-81.8586,USA,18184
Shenandoah,40.8167,-76.2004,USA,18166
Middelburg,-31.5,25.01,ZAF,18164
Kiruna,67.85,20.2166,SWE,18154
Manchester,38.5831,-90.5064,USA,18146
Diego de Almagro,-26.3696,-70.05,CHL,18137
Eastlake,41.6581,-81.4323,USA,18134
Hassi Messaoud,31.7023,6.0545,DZA,18124
Maumelle,34.8525,-92.3994,USA,18122
Beaver Dam,43.4687,-88.8312,USA,18121
Franklin Park,41.936,-87.8794,USA,18110
Crawfordsville,40.0433,-86.8966,USA,18109
Hopkins,44.9259,-93.4058,USA,18105
Cocoa,28.3821,-80.7675,USA,18102
Abaza,52.669,90.0954,RUS,18094
Salem,40.9049,-80.8491,USA,18078
Steubenville,40.3653,-80.652,USA,18072
Saint Matthews,38.2495,-85.6382,USA,18071
Menominee,44.8893,-91.9087,USA,18063
Muramvya,-3.261,29.612,BDI,18041
Keetmanshoop,-26.5739,18.13,NAM,18039
Mao,14.1194,15.3133,TCD,18031
Santa Fe Springs,33.933,-118.0625,USA,18027
Requena,-5.0696,-73.91,PER,18000
Newburyport,42.8124,-70.8879,USA,17987
Huntington,40.8812,-85.5062,USA,17982
Ada,34.7683,-96.6689,USA,17981
Kirsanov,52.6574,42.7174,RUS,17975
Lenoir,35.9059,-81.5269,USA,17973
Port Alfred,-33.5995,26.88,ZAF,17959
Altoona,41.6468,-93.4768,USA,17938
Kurtamysh,54.9087,64.4333,RUS,17936
Sunnyside,46.3159,-120.0058,USA,17931
Pampa,35.5479,-100.965,USA,17931
Kuna,43.4849,-116.3993,USA,17930
Po,11.169,-1.135,BFA,17924
Scarsdale,40.9902,-73.7773,USA,17909
Nguigmi,14.2532,13.1108,NER,17897
Gretna,29.91,-90.0516,USA,17897
Edmundston,47.3794,-68.3333,CAN,17894
Anxi,40.5004,95.8,CHN,17886
Dumont,40.945,-73.9925,USA,17871
Sovetsk,57.5785,48.9581,RUS,17869
Lackawanna,42.8182,-78.8324,USA,17868
Sycamore,41.9955,-88.6816,USA,17867
Menasha,44.2129,-88.4272,USA,17856
Cary,42.2128,-88.2491,USA,17840
Kukes,42.083,20.434,ALB,17832
Marion,37.717,-88.9274,USA,17826
Tullahoma,35.372,-86.2173,USA,17821
Tinton Falls,40.2708,-74.0949,USA,17800
Somerton,32.6009,-114.699,USA,17800
Silverthorne,39.6563,-106.0869,USA,17792
Easton,38.776,-76.0702,USA,17781
Obock,11.9734,43.2856,DJI,17776
Americus,32.0737,-84.2248,USA,17775
Colonial Heights,37.265,-77.3969,USA,17772
Takoma Park,38.981,-77.0028,USA,17765
Springfield,36.4944,-86.8706,USA,17747
Dzuunmod,47.711,106.947,MNG,17738
Godfrey,38.9582,-90.2158,USA,17733
Ashburton,-43.8983,171.7486,NZL,17700
Sylacauga,33.1779,-86.2606,USA,17696
Martinsburg,39.458,-77.9779,USA,17687
Zongo,4.3303,18.615,COD,17667
Anacortes,48.4878,-122.6291,USA,17667
Dong Ha,16.85,107.1333,VNM,17662
Ocean Springs,30.4082,-88.7861,USA,17652
Bitam,2.0837,11.4834,GAB,17637
Miahuatlan,16.33,-96.6,MEX,17632
Hinsdale,41.8005,-87.9273,USA,17631
Peto,20.13,-88.92,MEX,17607
Safety Harbor,28.008,-82.6965,USA,17606
North Adams,42.6844,-73.1166,USA,17603
Zaysan,47.4752,84.8598,KAZ,17600
Forster-Tuncurry,-32.1931,152.5266,AUS,17591
Tougan,13.069,-3.07,BFA,17590
Eldama Ravine,0.0504,35.72,KEN,17581
Greenfield,36.3232,-121.245,USA,17557
La Paz,14.32,-87.684,HND,17555
Lincoln,40.1507,-89.372,USA,17552
Clive,41.6145,-93.7973,USA,17546
Pakwach,2.4704,31.48,UGA,17541
Tallmadge,41.1023,-81.4216,USA,17534
Albert Lea,43.6548,-93.3643,USA,17522
Maitland,28.6293,-81.3716,USA,17519
Fayetteville,33.4497,-84.4703,USA,17519
Ilam,26.908,87.926,NPL,17491
Boulsa,12.657,-0.569,BFA,17489
Karokh,34.4868,62.5918,AFG,17484
Radford,37.1229,-80.5583,USA,17483
Lindenwold,39.8171,-74.9894,USA,17470
South Houston,29.6611,-95.2285,USA,17463
Bugt,48.7838,121.9334,CHN,17457
Same,-4.0696,37.72,TZA,17455
Pendleton,45.6747,-118.8173,USA,17445
Eloy,32.7464,-111.5994,USA,17442
25 de Mayo,-37.8,-67.6833,ARG,17430
North Aurora,41.8083,-88.3412,USA,17426
Moraga,37.8438,-122.1225,USA,17416
Berea,37.5903,-84.2897,USA,17412
Palos Hills,41.6986,-87.8266,USA,17410
Anoka,45.21,-93.3894,USA,17400
Broken Hill,-31.95,141.4331,AUS,17395
Eldorado,24.3305,-107.37,MEX,17365
Eldorado,-26.2,-54.6,ARG,17365
North Canton,40.8742,-81.3971,USA,17365
Bulgan,48.8106,103.5317,MNG,17348
Mehtar Lam,34.65,70.1667,AFG,17345
Lock Haven,41.1365,-77.4521,USA,17336
Crossville,35.9526,-85.0294,USA,17335
Oneonta,42.4551,-75.0666,USA,17296
Saint Michael,45.2014,-93.6919,USA,17295
Nederland,29.9707,-94.0015,USA,17294
Loikaw,19.665,97.206,MMR,17293
Centerville,40.9284,-111.8848,USA,17286
Ashwaubenon,44.4796,-88.089,USA,17274
Sayre,41.9855,-76.5207,USA,17252
Kangaba,11.9404,-8.44,MLI,17232
Butner,36.1285,-78.7501,USA,17224
East Cleveland,41.5318,-81.5795,USA,17220
Shippensburg,40.0485,-77.5227,USA,17215
Versailles,38.0488,-84.7312,USA,17209
White Settlement,32.7554,-97.4605,USA,17204
Imperial,32.8375,-115.5719,USA,17203
Massapequa Park,40.6816,-73.4496,USA,17202
Sartell,45.6187,-94.2202,USA,17147
La Vista,41.1816,-96.0665,USA,17143
Pallasovka,50.0477,46.8773,RUS,17139
Dutse,11.7992,9.3503,NGA,17129
Bloemhof,-27.6496,25.59,ZAF,17122
Wadi Halfa,21.8,31.35,SDN,17121
Katy,29.7911,-95.8268,USA,17116
South Ogden,41.1715,-111.9568,USA,17094
Makokou,0.5671,12.8666,GAB,17070
Batavia,42.9987,-78.1802,USA,17067
Streator,41.125,-88.8303,USA,17067
Dickson,36.0637,-87.3661,USA,17066
Plast,54.3685,60.8085,RUS,17050
Eden,36.5029,-79.7421,USA,17019
Harnosand,62.634,17.934,SWE,17016
Vila Real,41.294,-7.737,PRT,17001
Monte Cristi,19.867,-71.65,DOM,17001
Nevelsk,46.6803,141.8699,RUS,17000
Ambriz,-7.855,13.125,AGO,17000
Ihosy,-22.3996,46.1167,MDG,16990
Pinas,-3.67,-79.65,ECU,16981
El Cayo,17.156,-89.061,BLZ,16977
Lynden,48.9502,-122.4542,USA,16966
Bristol,36.618,-82.1607,USA,16960
Avon,39.7604,-86.3916,USA,16960
Wayne,42.2774,-83.3877,USA,16954
Brenham,30.1576,-96.3957,USA,16951
Goodlettsville,36.3323,-86.7032,USA,16950
Shorewood,41.518,-88.2149,USA,16948
Albemarle,35.36,-80.1921,USA,16929
Carmelo,-33.9896,-58.3,URY,16921
Troy,31.8021,-85.9665,USA,16918
Zaghouan,36.4,10.147,TUN,16911
El Reno,35.543,-97.966,USA,16902
Alton,26.2887,-98.3105,USA,16895
Lemont,41.6697,-87.9831,USA,16895
El Segundo,33.9169,-118.4021,USA,16893
Ngara,-2.4695,30.65,TZA,16890
Phoenixville,40.1358,-75.5201,USA,16885
Douglas,31.3602,-109.5394,USA,16885
Cohoes,42.7732,-73.7077,USA,16883
Artesia,33.8676,-118.0806,USA,16874
Bella Vista,-22.1296,-56.52,PRY,16852
Washington,40.7039,-89.4349,USA,16851
Mesquite,36.8035,-114.1325,USA,16819
Tolanaro,-25.0268,46.99,MDG,16818
Saint John,41.4431,-87.469,USA,16800
Karratha,-20.7304,116.87,AUS,16796
Marib,15.421,45.334,YEM,16794
Norcross,33.9379,-84.2065,USA,16787
Mikumi,-7.3996,36.98,TZA,16780
Blytheville,35.9326,-89.9053,USA,16766
Zachary,30.6654,-91.1607,USA,16760
New Milford,40.9339,-74.0195,USA,16759
Apodi,-5.65,-37.8,BRA,16757
Vero Beach,27.6463,-80.3929,USA,16751
Dallas,44.9221,-123.3136,USA,16748
Florence,33.0631,-111.4272,USA,16744
Mossel Bay,-34.17,22.13,ZAF,16743
Morombe,-21.7391,43.3657,MDG,16727
Kingsland,30.8193,-81.7219,USA,16720
Mount Pleasant,33.1613,-94.9717,USA,16715
Fairview Heights,38.5974,-90.0053,USA,16686
Centralia,38.5222,-89.1233,USA,16685
Puerto Lopez,4.09,-72.96,COL,16678
Poronaysk,49.2416,143.085,RUS,16677
Morganton,35.7407,-81.7002,USA,16665
Morris,41.3744,-88.43,USA,16656
Lakeport,39.0392,-122.9218,USA,16649
Buffalo,45.1786,-93.8663,USA,16643
Country Club Hills,41.5638,-87.7246,USA,16637
Highland Village,33.0897,-97.0615,USA,16624
Mercedes,26.1533,-97.9128,USA,16624
Stuart,27.1962,-80.2438,USA,16623
Clayton,38.6443,-90.3301,USA,16623
Portland,27.8858,-97.3201,USA,16618
Troutdale,45.5372,-122.3955,USA,16617
Coldwater,41.9428,-85.0016,USA,16613
Lake Placid,27.2967,-81.3719,USA,16610
Queenstown,-45.0227,168.7251,NZL,16600
Bellinzona,46.197,9.02,CHE,16572
Akureyi,65.6666,-18.1,ISL,16563
Westchester,41.8492,-87.8906,USA,16563
Kamenka,53.1947,44.0444,RUS,16560
Crescent City,41.7728,-124.1902,USA,16558
Sikeston,36.8875,-89.587,USA,16545
Sunland Park,31.8187,-106.5932,USA,16544
Hazel Park,42.4619,-83.0977,USA,16530
Oconomowoc,43.0993,-88.4952,USA,16526
Washington,35.5587,-77.0546,USA,16526
Lansdale,40.2417,-75.2812,USA,16521
Donna,26.1468,-98.0559,USA,16518
Alma,43.38,-84.6556,USA,16502
Center Point,33.6447,-86.6851,USA,16496
Cuilapa,14.279,-90.298,GTM,16484
Mulanje,-16.0333,35.5,MWI,16483
Vienna,38.8996,-77.2597,USA,16468
Marsabit,2.33,37.98,KEN,16460
Opa-locka,25.8997,-80.2551,USA,16457
La Marque,29.369,-94.9957,USA,16457
Fort Thomas,39.0802,-84.4518,USA,16445
Lindsay,36.2079,-119.0902,USA,16443
Santa Lucia,-34.47,-56.4,URY,16438
Solvang,34.5936,-120.1401,USA,16438
McComb,31.2449,-90.4714,USA,16413
Riviere-du-Loup,47.8333,-69.5333,CAN,16403
Picayune,30.5289,-89.6788,USA,16401
Ntungamo,-0.8794,30.2642,UGA,16400
Dajabon,19.548,-71.705,DOM,16398
Collipulli,-37.96,-72.43,CHL,16392
Karema,-6.8162,30.4333,TZA,16385
Sabaneta,19.505,-71.345,DOM,16380
Gawler,-34.6074,138.7264,AUS,16362
Mount Clemens,42.5977,-82.8821,USA,16349
Kupina,54.3592,77.2742,RUS,16333
Fairview Park,41.4419,-81.853,USA,16332
Butha-Buthe,-28.75,28.25,LSO,16330
Athens,35.4573,-84.6042,USA,16328
Gobabis,-22.455,18.963,NAM,16321
Port Jervis,41.3782,-74.6909,USA,16299
South River,40.4454,-74.3783,USA,16295
Morton,40.6137,-89.4668,USA,16287
West Columbia,33.9948,-81.0878,USA,16282
San Martin,3.6904,-73.69,COL,16273
Laguna Woods,33.6099,-117.7299,USA,16272
Streetsboro,41.2396,-81.3456,USA,16272
Bemidji,47.4798,-94.8833,USA,16271
Riverdale,33.5645,-84.4098,USA,16258
Terrell,32.7309,-96.2884,USA,16252
Griffith,41.5279,-87.424,USA,16252
Bridgeview,41.7402,-87.8067,USA,16248
Jasper,38.3936,-86.9405,USA,16245
Prospect Heights,42.1039,-87.9267,USA,16242
Harrison,40.7431,-74.1532,USA,16231
Hope Mills,34.9696,-78.9581,USA,16227
Koulamoutou,-1.1329,12.4833,GAB,16222
Ham Lake,45.2545,-93.2039,USA,16221
Dixon,41.8436,-89.4786,USA,16216
Frankfort,40.2799,-86.5181,USA,16205
Xaignabouri,19.2505,101.7501,LAO,16200
Perry,32.4713,-83.7282,USA,16200
Lake Mary,28.7591,-81.336,USA,16198
Sparti,37.0737,22.4297,GRC,16187
Huarmey,-10.0696,-78.16,PER,16172
Horqueta,-23.3396,-57.05,PRY,16171
New Port Richey,28.2468,-82.7169,USA,16167
Compostela,21.2304,-104.9,MEX,16162
Burley,42.5371,-113.7933,USA,16160
San Francisco Gotera,13.7,-88.1,SLV,16152
Monroe,33.7997,-83.7155,USA,16146
Dispur,26.144,91.7666,IND,16140
Yelm,46.9398,-122.6261,USA,16125
Chickasha,35.041,-97.9472,USA,16118
Republic,37.145,-93.4448,USA,16116
Clarksdale,34.1971,-90.5729,USA,16109
Mountain Home,43.1328,-115.6965,USA,16105
Donaldsonville,30.0954,-90.9925,USA,16103
Otsego,45.266,-93.62,USA,16094
Seagoville,32.653,-96.5455,USA,16093
Nyahanga,-2.3829,33.55,TZA,16092
Madison,40.7585,-74.417,USA,16072
San Gabriel,0.61,-77.84,ECU,16066
Fonte Boa,-2.5138,-66.0916,BRA,16060
Gainesville,33.6391,-97.1488,USA,16058
Clemson,34.6841,-82.8124,USA,16058
Nikolayevsk,50.0161,45.4261,RUS,16044
Miami,36.8877,-94.8718,USA,16042
Ilave,-16.0796,-69.67,PER,16033
North Myrtle Beach,33.8225,-78.7086,USA,16032
Taylor,30.5743,-97.4233,USA,16019
Houghton,47.1122,-88.5696,USA,16010
Grandville,42.9003,-85.7564,USA,16002
Nieuw Nickerie,5.9504,-56.99,SUR,15992
Fallon,39.4739,-118.778,USA,15982
Rye,40.969,-73.6878,USA,15980
Floral Park,40.7226,-73.7029,USA,15951
Dyer,41.4977,-87.5088,USA,15941
Bodaybo,57.965,114.329,RUS,15933
Kirksville,40.1986,-92.5753,USA,15927
Tavares,28.7927,-81.7365,USA,15922
Conyers,33.6645,-83.9967,USA,15919
Manassas Park,38.7717,-77.4448,USA,15915
Kaukauna,44.2777,-88.2645,USA,15900
Aurora,41.3118,-81.345,USA,15876
North Arlington,40.7872,-74.1269,USA,15868
Hermitage,41.231,-80.4412,USA,15867
Nikel,69.4126,30.2188,RUS,15866
Mount Vernon,38.3144,-88.9173,USA,15861
Lake Wales,27.9192,-81.5969,USA,15860
Derzhavinsk,51.1021,66.3075,KAZ,15848
Canton,32.5976,-90.0329,USA,15847
Cliza,-17.59,-65.93,BOL,15816
Camrose,53.0167,-112.8166,CAN,15808
Baruun Urt,46.7,113.2833,MNG,15805
Overland,38.6967,-90.3689,USA,15802
Dunn,35.311,-78.6132,USA,15798
Bastrop,30.1112,-97.3159,USA,15781
Lake Saint Louis,38.785,-90.7872,USA,15777
Yoro,15.06,-87.29,HND,15774
La Palma,33.8504,-118.0407,USA,15774
Gun Barrel City,32.3277,-96.1286,USA,15762
Groves,29.9457,-93.9164,USA,15758
Coalinga,36.1432,-120.3268,USA,15756
Shively,38.197,-85.8136,USA,15751
Live Oak,29.5545,-98.3404,USA,15749
Greenwood Village,39.6152,-104.913,USA,15749
Hood River,45.7092,-121.526,USA,15747
Elkton,39.6066,-75.8205,USA,15744
Clearlake,38.959,-122.6331,USA,15737
Asbury Park,40.2226,-74.0118,USA,15722
Lebanon,40.0318,-86.455,USA,15713
Great Bend,38.3592,-98.8007,USA,15712
River Falls,44.8601,-92.622,USA,15698
Fillmore,34.3989,-118.9181,USA,15692
Santiago Tuxtla,18.4704,-95.3,MEX,15681
Long Beach,30.3605,-89.1645,USA,15677
Kodinskiy,58.6981,99.1777,RUS,15670
Gornyak,50.9881,81.4877,RUS,15668
King City,36.2165,-121.133,USA,15652
Villa Hayes,-25.09,-57.53,PRY,15643
Grosse Pointe Woods,42.4366,-82.8989,USA,15639
Hernando,34.8496,-89.992,USA,15631
Circleville,39.6062,-82.9335,USA,15626
Pulaski,37.0531,-80.7624,USA,15625
Pacific Grove,36.6192,-121.9255,USA,15624
Aberdeen,39.5146,-76.1731,USA,15612
La Grange,41.8072,-87.8741,USA,15610
Dedza,-14.3667,34.3333,MWI,15608
Middleburg Heights,41.3695,-81.815,USA,15608
At Bashy,41.1725,75.7968,KGZ,15601
Loncoche,-39.37,-72.63,CHL,15590
Wilkinsburg,40.4442,-79.8733,USA,15586
Portalegre,39.29,-7.423,PRT,15581
Humble,29.992,-95.2656,USA,15561
McMinnville,35.6859,-85.7817,USA,15561
Hueytown,33.4237,-87.0223,USA,15561
Viana Do Castelo,41.6962,-8.8441,PRT,15555
Anna,33.3475,-96.5512,USA,15554
Pimentel,-6.8296,-79.93,PER,15552
Pembroke,45.8503,-77.1166,CAN,15551
Auburndale,28.0966,-81.8007,USA,15540
Satipo,-11.26,-74.69,PER,15532
Monte Plata,18.807,-69.784,DOM,15532
Bellevue,44.4592,-87.9553,USA,15524
West University Place,29.7157,-95.4321,USA,15516
Aarau,47.39,8.034,CHE,15501
Bradley,41.1634,-87.8466,USA,15471
Chainat,15.179,100.126,THA,15469
Hereford,34.8232,-102.4001,USA,15468
Washougal,45.5812,-122.3433,USA,15466
Ripon,37.7415,-121.1305,USA,15463
Pataskala,40.0109,-82.7159,USA,15458
Washington,40.7586,-74.9826,USA,15457
Rio Bueno,-40.34,-72.96,CHL,15456
Griffith,-34.29,146.04,AUS,15455
Kuala Lipis,4.184,102.042,MYS,15448
Villa Union,23.2,-106.23,MEX,15443
Herisau,47.3833,9.2833,CHE,15438
Newton,41.6965,-93.0405,USA,15428
Cleveland,33.7431,-90.729,USA,15424
Carthage,37.1503,-94.3225,USA,15421
Mitchell,43.7295,-98.0336,USA,15421
Millbrook,32.5033,-86.3729,USA,15413
Belgrade,45.7822,-111.1757,USA,15411
Kerouane,9.2704,-9.02,GIN,15406
Galion,40.7392,-82.7773,USA,15406
Burrel,41.626,20.016,ALB,15405
Nyunzu,-5.9496,28.0167,COD,15397
Westbury,40.7599,-73.5891,USA,15384
New Haven,41.0669,-85.0282,USA,15384
Stallings,35.108,-80.6607,USA,15378
Addison,32.9587,-96.8356,USA,15368
Nerchinsk,52.009,116.5486,RUS,15360
Harrisburg,35.3145,-80.6495,USA,15349
Kulunda,52.5827,78.9473,RUS,15345
Blackfoot,43.1939,-112.3457,USA,15340
Cardenas,22,-99.67,MEX,15331
Bay Village,41.4851,-81.9315,USA,15328
Junin,-11.1496,-76.01,PER,15320
Jamestown,46.9065,-98.6927,USA,15297
Canyon,34.9877,-101.9179,USA,15294
Zamora,-4.0696,-78.97,ECU,15276
Berkley,42.4986,-83.1853,USA,15272
Callaway,30.1352,-85.56,USA,15269
Udachnyy,66.4232,112.3965,RUS,15266
Cambridge,45.5615,-93.228,USA,15265
Takeo,10.9838,104.7833,KHM,15264
Tessenei,15.1104,36.6575,ERI,15255
Ammon,43.4748,-111.9559,USA,15252
Indianola,41.3624,-93.5659,USA,15249
Vyazemskiy,47.5328,134.7475,RUS,15247
Wendell,35.7823,-78.3963,USA,15242
Yazoo City,32.8618,-90.4067,USA,15241
Newport,39.0855,-84.4868,USA,15241
Sao Cabriel da Cachoeira,-0.1332,-67.0833,BRA,15231
Sterling,40.6207,-103.1919,USA,15228
Belmopan,17.252,-88.7671,BLZ,15220
Daru,-9.1092,143.2337,PNG,15214
Villa Rica,33.7305,-84.9168,USA,15201
Cambridge,-37.8894,175.4703,NZL,15192
Depew,42.9117,-78.7044,USA,15190
Parlier,36.6082,-119.5436,USA,15174
Manga,11.662,-1.065,BFA,15173
Yorkton,51.2171,-102.4665,CAN,15172
Sarande,39.877,20,ALB,15147
Kenmore,42.9646,-78.8713,USA,15143
Luderitz,-26.648,15.1594,NAM,15137
Hartsville,34.3679,-80.0829,USA,15133
Santa Barbara,14.919,-88.236,HND,15119
Ramsey,41.0595,-74.1457,USA,15116
Washington Court House,39.5384,-83.4276,USA,15116
Andrews,32.3211,-102.5522,USA,15113
West Park,25.984,-80.1922,USA,15112
Dalandzadgad,43.5836,104.4403,MNG,15093
Weston,44.8905,-89.5488,USA,15092
Las Vegas,35.6011,-105.2206,USA,15077
La Grande,45.3243,-118.0865,USA,15077
Dumas,35.8613,-101.9642,USA,15063
Taft,35.1267,-119.4242,USA,15060
Vandalia,39.879,-84.193,USA,15058
Jackson,37.3794,-89.6525,USA,15036
College Park,33.6385,-84.4597,USA,15035
Fort Mill,35.0072,-80.9381,USA,15029
Buda,30.0854,-97.844,USA,15023
Longwood,28.7016,-81.3489,USA,15011
Salyan,28.35,82.1833,NPL,15000
Ramechhap,27.326,86.087,NPL,15000
Bhimphedi,27.551,85.13,NPL,15000
Gikongoro,-2.4833,29.5667,RWA,15000
Chaguaramas,9.2159,-63.7523,VEN,15000
Chaghcharan,34.5167,65.25,AFG,15000
Paro,27.3833,89.5167,BTN,15000
Kok Yangak,41.0307,73.2058,KGZ,15000
Port Isabel,26.0538,-97.2505,USA,14991
Lake Geneva,42.5825,-88.4283,USA,14974
Lady Lake,28.924,-81.93,USA,14974
Niceville,30.5301,-86.4826,USA,14974
Crowley,32.578,-97.3584,USA,14969
Tsumeb,-19.24,17.71,NAM,14959
Powder Springs,33.866,-84.6838,USA,14956
Izamal,20.9304,-89.0201,MEX,14954
Cambridge,40.0221,-81.5868,USA,14943
Bredasdorp,-34.5295,20.03,ZAF,14936
Tecuala,22.4004,-105.46,MEX,14921
Archer Lodge,35.6909,-78.3744,USA,14907
Swift Current,50.2837,-107.7666,CAN,14906
Bedford,38.8602,-86.4895,USA,14896
Mariestad,58.705,13.828,SWE,14891
Troy,38.971,-90.9717,USA,14889
El Dorado,37.8208,-96.8612,USA,14860
Henderson,32.1576,-94.796,USA,14859
Tonawanda,43.0105,-78.8805,USA,14858
Chegdomyn,51.1178,133.0241,RUS,14855
Solothurn,47.212,7.537,CHE,14853
Sulphur Springs,33.1421,-95.6124,USA,14850
Peshkopi,41.6833,20.4333,ALB,14848
Tenafly,40.9174,-73.9529,USA,14846
Urzhar,47.1002,81.6048,KAZ,14826
Pierre,44.3748,-100.3205,USA,14808
Nuuk,64.1983,-51.7327,GRL,14798
Knightdale,35.7921,-78.4968,USA,14794
New Freedom,39.7353,-76.6967,USA,14774
Mastic Beach,40.7667,-72.842,USA,14760
Jennings,38.723,-90.2643,USA,14755
Yankton,42.89,-97.3923,USA,14749
Tamuin,21.9804,-98.75,MEX,14748
Connersville,39.6582,-85.141,USA,14740
Beech Grove,39.7153,-86.087,USA,14740
Ijevan,40.8756,45.1492,ARM,14737
Ondorhaan,47.3167,110.65,MNG,14723
Boerne,29.7856,-98.7297,USA,14719
San Ramon,-11.1296,-75.34,PER,14708
Prince Rupert,54.3167,-130.33,CAN,14708
Graham,36.0601,-79.3906,USA,14707
Midlothian,41.6254,-87.7243,USA,14699
Warren,41.8433,-79.1445,USA,14680
McFarland,35.6781,-119.2414,USA,14680
Crowley,30.2174,-92.3752,USA,14678
Johnson City,42.1233,-75.9625,USA,14673
Abong Mbang,3.9837,13.1833,CMR,14661
Park City,40.6459,-111.5038,USA,14660
Campbellsville,37.3443,-85.3502,USA,14650
Purcellville,39.1378,-77.7109,USA,14645
Chubbuck,42.9226,-112.4699,USA,14644
Lakeway,30.3557,-97.9805,USA,14641
Goure,13.9874,10.27,NER,14639
Tecpan,17.25,-100.68,MEX,14638
London,39.8936,-83.4375,USA,14626
Fraser,42.5388,-82.9496,USA,14622
Thibodaux,29.7942,-90.8164,USA,14610
Hartford,43.3215,-88.3777,USA,14605
Astoria,46.1856,-123.8047,USA,14599
Gramercy,30.061,-90.6929,USA,14584
Bosobolo,4.1904,19.88,COD,14553
Toppenish,46.3807,-120.3125,USA,14550
Ust' Ordynskiy,52.833,104.7,RUS,14538
Tamaqua,40.8033,-75.9344,USA,14536
Deming,32.2632,-107.7514,USA,14534
Kerman,36.7249,-120.0625,USA,14533
Hugo,45.1671,-92.9588,USA,14532
Worthington,40.0949,-83.0209,USA,14528
Franklin Park,40.5903,-80.0999,USA,14518
Fostoria,41.1601,-83.4119,USA,14517
Oil City,41.4282,-79.7035,USA,14513
Kiboga,0.9161,31.7742,UGA,14512
Pleasanton,28.9636,-98.494,USA,14503
Norridge,41.9637,-87.8231,USA,14498
Mount Holly,35.3079,-81.0132,USA,14495
Boulder City,35.8407,-114.9256,USA,14481
Pineville,31.3414,-92.4096,USA,14480
Hawaiian Gardens,33.8303,-118.0728,USA,14473
Hartselle,34.4392,-86.9399,USA,14471
Robbinsdale,45.0261,-93.3331,USA,14461
Phillipsburg,40.6895,-75.1821,USA,14455
Gwanda,-20.9396,29.01,ZWE,14450
Miami Springs,25.8195,-80.2896,USA,14431
Gabu,12.28,-14.234,GNB,14430
Greensburg,40.3113,-79.5445,USA,14430
Ascension,-15.6996,-63.08,BOL,14429
Red Wing,44.5818,-92.6041,USA,14424
Nioro du Sahel,15.2304,-9.59,MLI,14421
Fairview,40.8182,-74.0023,USA,14421
Jacksonville,31.9642,-95.2617,USA,14418
Cambridge,38.5519,-76.0788,USA,14418
Harrison,39.257,-84.7883,USA,14411
Port Antonio,18.159,-76.38,JAM,14400
Torshavn,62.03,-6.82,FRO,14398
Oldsmar,28.0506,-82.6696,USA,14397
Washington,38.5517,-91.015,USA,14397
Wauchula,27.547,-81.8102,USA,14390
Hopatcong,40.9541,-74.6592,USA,14384
Basse Santa Su,13.31,-14.223,GMB,14380
Lindenhurst,42.4179,-88.0257,USA,14372
Payson,34.2432,-111.3195,USA,14372
Kingston,-42.9911,147.3084,AUS,14371
Abadla,31.0171,-2.7333,DZA,14364
Mount Washington,38.0427,-85.5553,USA,14360
Buford,34.1183,-83.9918,USA,14356
Paradise Valley,33.5435,-111.9595,USA,14355
Whitewater,42.8371,-88.734,USA,14352
Livingston,15.8307,-88.7562,GTM,14350
Mill Valley,37.9085,-122.5421,USA,14350
Hayden,47.7685,-116.801,USA,14344
Raymondville,26.4759,-97.7769,USA,14339
Tehachapi,35.127,-118.4751,USA,14336
Douglas,31.5074,-82.8543,USA,14323
Hewitt,31.452,-97.1962,USA,14322
Coronel Bogado,-27.17,-56.25,PRY,14297
Alausi,-2.19,-78.85,ECU,14294
Ionia,42.9772,-85.0725,USA,14289
Port Hedland,-20.3104,118.606,AUS,14288
Antioch,42.4744,-88.072,USA,14274
Lebanon,37.6718,-92.6603,USA,14274
Beacon,41.5036,-73.9655,USA,14271
Cahokia,38.5651,-90.1776,USA,14260
Ballina,-28.8614,153.568,AUS,14242
Chota,-6.5496,-78.65,PER,14240
